fund_code,fund_name,track,index_code,index_name,index_family,index_mainstream,map_rule
000008,嘉实中证500ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
000051,华夏沪深300ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
000059,国联安中证医药100A,INDEX,,,映射缺失,,
000164,富国上证指数ETF联接A(后端),INDEX,,,映射缺失,,
000248,汇添富中证主要消费ETF联接A,INDEX,,,映射缺失,,
000368,汇添富沪深300安中指数A,INDEX,,,映射缺失,,
000373,华安中证细分医药ETF联接A,INDEX,,,映射缺失,,
000596,前海开源中证军工指数A,INDEX,,,映射缺失,,
000613,国寿安保沪深300ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
000656,前海开源沪深300指数A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
000826,广发百发100指数A,INDEX,,,映射缺失,,
000835,华润元大富时中国A50指数A,INDEX,,,映射缺失,,
000942,广发信息技术联接A,INDEX,,,映射缺失,,
000948,华夏沪港通恒生ETF联接A,INDEX,,,映射缺失,,
000950,易方达证券保险ETF联接A,INDEX,,,映射缺失,,
000961,天弘沪深300ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
000962,天弘中证500ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
000968,广发养老指数A,INDEX,,,映射缺失,,
000975,MSCI中国A股国际通联接A,INDEX,,,映射缺失,,
001051,华夏上证50ETF联接A,INDEX,sh000016,上证50,上证50,1.0,name:上证50
001052,华夏中证500ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
001064,广发中证环保ETF联接A,INDEX,,,映射缺失,,
001113,南方大数据100A,INDEX,,,映射缺失,,
001133,广发中证全指可选消费联接A,INDEX,,,映射缺失,,
001180,广发医药卫生联接A,INDEX,,,映射缺失,,
001214,华泰柏瑞中证500ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
001237,博时上证50ETF联接A,INDEX,sh000016,上证50,上证50,1.0,name:上证50
001241,国寿安保中证500ETF联接,INDEX,sh000905,中证500,中证500,1.0,name:中证500
001242,博时中证淘金大数据100A,INDEX,,,映射缺失,,
001344,易方达医药ETF联接A,INDEX,,,映射缺失,,
001361,景顺长城中证科技传媒通信150ETF联接A,INDEX,,,映射缺失,,
001420,南方大数据300A,INDEX,,,映射缺失,,
001455,景顺长城中证500ETF联接,INDEX,sh000905,中证500,中证500,1.0,name:中证500
001469,广发中证全指金融地产联接A,INDEX,,,映射缺失,,
001539,嘉实中证金融地产ETF联接A,INDEX,,,映射缺失,,
001548,天弘上证50ETF联接A,INDEX,sh000016,上证50,上证50,1.0,name:上证50
001550,天弘中证医药100A,INDEX,,,映射缺失,,
001552,天弘中证证券保险A,INDEX,,,映射缺失,,
001588,天弘中证800指数A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
001592,天弘创业板ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
001594,天弘中证银行ETF联接A,INDEX,,,映射缺失,,
001617,天弘中证电子ETF联接A,INDEX,,,映射缺失,,
001629,天弘中证计算机ETF联接A,INDEX,,,映射缺失,,
001631,天弘中证食品饮料ETF联接A,INDEX,,,映射缺失,,
001899,东海社会安全,INDEX,,,映射缺失,,
002236,大成360互联网+大数据100A,INDEX,,,映射缺失,,
002656,南方创业板ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
002900,南方中证500信息技术联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
003017,广发中证军工ETF联接A,INDEX,,,映射缺失,,
003194,汇添富中证上海国企ETF联接A,INDEX,,,映射缺失,,
003318,景顺长城中证500行业中性低波动指数A,INDEX,,,映射缺失,,
003765,广发创业板ETF发起式联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
004069,南方中证全指证券公司ETF联接A,INDEX,,,映射缺失,,
004432,南方有色金属ETF联接A,INDEX,,,映射缺失,,
004488,嘉实富时中国A50ETF联接A,INDEX,,,映射缺失,,
004532,民生加银港股通高股息A,INDEX,,,映射缺失,,
004597,南方中证银行ETF发起联接A,INDEX,,,映射缺失,,
004642,南方中证房地产ETF发起联接A,INDEX,,,映射缺失,,
004752,广发中证传媒ETF联接A,INDEX,,,映射缺失,,
004854,广发中证全指汽车指数A,INDEX,,,映射缺失,,
004856,广发中证全指建筑材料指数A,INDEX,,,映射缺失,,
004874,融通巨潮100指数C,INDEX,,,映射缺失,,
004996,广发恒生中型股指数C,INDEX,,,映射缺失,,
005051,摩根标普港股通低波红利指数A,INDEX,,,映射缺失,,
005063,广发中证全指家用电器ETF联接A,INDEX,,,映射缺失,,
005102,工银沪深300ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
005112,银华中证全指医药卫生,INDEX,,,映射缺失,,
005125,华宝标普中国A股红利机会ETF联接C,INDEX,,,映射缺失,,
005223,广发中证基建工程ETF联接A,INDEX,,,映射缺失,,
005390,工银创业板ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
005554,南方恒生国企ETF联接A,INDEX,,,映射缺失,,
005561,创金合信中证红利低波动指数A,INDEX,,,映射缺失,,
005639,平安300ETF联接A,INDEX,,,映射缺失,,
005659,南方恒生指数ETF联接C,INDEX,,,映射缺失,,
005761,招商MSCI中国A股国际ETF联接A,INDEX,,,映射缺失,,
005788,南方MSCI中国A股联接A,INDEX,,,映射缺失,,
005813,华安CES港股通ETF联接A,INDEX,,,映射缺失,,
005829,建信MSCI联接A,INDEX,,,映射缺失,,
005868,平安MSCI中国A股ETF联接A,INDEX,,,映射缺失,,
005873,建信创业板ETF发起联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
005880,建信上证50ETF发起联接A,INDEX,sh000016,上证50,上证50,1.0,name:上证50
006098,华宝券商ETF联接A,INDEX,,,映射缺失,,
006196,华夏中证央企ETF联接A,INDEX,,,映射缺失,,
006214,平安500ETF联接A,INDEX,,,映射缺失,,
006220,工银上证50ETF联接A,INDEX,sh000016,上证50,上证50,1.0,name:上证50
006248,华夏创业板ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
006286,华泰MSCI中国A股联接A,INDEX,,,映射缺失,,
006341,中金MSCI质量A,INDEX,,,映射缺失,,
006438,博时央调ETF联接A,INDEX,,,映射缺失,,
006486,广发中证1000ETF联接A,INDEX,sh000852,中证1000,中证1000,1.0,name:中证1000
006524,前海开源MSCI中国A股指数A,INDEX,,,映射缺失,,
006600,人保沪深300A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
006611,人保中证500A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
006656,方正富邦中证500ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
006687,方正富邦深证100ETF联接A,INDEX,sz399330,深证100,深证100,0.9,name:深证100
006704,易方达MSCI中国A股联接A,INDEX,,,映射缺失,,
006712,前海开源MSCI中国A股消费A,INDEX,,,映射缺失,,
006743,国联央视财经50ETF联接A,INDEX,,,映射缺失,,
006748,富国中证价值ETF联接A,INDEX,,,映射缺失,,
006756,国泰中证生物医药ETF联接A,INDEX,,,映射缺失,,
006786,泰康港股通大消费指数A,INDEX,,,映射缺失,,
006809,泰康香港银行指数A,INDEX,,,映射缺失,,
006909,华夏战略新兴成指ETF联接A,INDEX,,,映射缺失,,
007028,易方达中证500ETF联接发起式A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
007076,汇添富中证医药ETF联接A,INDEX,,,映射缺失,,
007135,广发中证A100ETF联接A,INDEX,,,映射缺失,,
007153,汇添富中证银行ETF联接A,INDEX,,,映射缺失,,
007178,浙商中华预期高股息A,INDEX,,,映射缺失,,
007300,国联安中证半导体ETF联接A,INDEX,,,映射缺失,,
007379,易方达上证50ETF联接基金A,INDEX,sh000016,上证50,上证50,1.0,name:上证50
007431,浙商之江凤凰联接A,INDEX,,,映射缺失,,
007464,交银创业板50指数A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
007466,华泰柏瑞中证红利低波ETF联接A,INDEX,,,映射缺失,,
007472,华夏创业板价值ETF联接A,INDEX,,,映射缺失,,
007474,华夏创业板成长ETF联接A,INDEX,,,映射缺失,,
007505,华夏AH经济蓝筹股票A,INDEX,,,映射缺失,,
007538,永赢沪深300ETF发起联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
007593,鹏扬中证500质量成长ETF联接A,INDEX,,,映射缺失,,
007605,嘉实沪深300红利低波动ETF联接A,INDEX,,,映射缺失,,
007657,东方红中证竞争力指数A,INDEX,,,映射缺失,,
007664,永赢创业板指数发起式A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
007671,建信中证红利潜力指数A,INDEX,sh000922,中证红利,中证红利,0.8,name:中证红利
007737,诺德研发创新100,INDEX,,,映射缺失,,
007751,景顺长城沪港深红利成长低波指数A,INDEX,,,映射缺失,,
007784,广发央企创新驱动ETF联接A,INDEX,,,映射缺失,,
007786,富国中证国企一带一路ETF联接A,INDEX,,,映射缺失,,
007788,易方达中证国企带路发起式联接A,INDEX,,,映射缺失,,
007792,嘉实央企创新驱动ETF联接A,INDEX,,,映射缺失,,
007796,博时央创ETF联接A,INDEX,,,映射缺失,,
007809,富国中证央企创新驱动ETF联接A,INDEX,,,映射缺失,,
007815,嘉实新兴科技100ETF联接A,INDEX,,,映射缺失,,
007817,国泰中证全指通信设备ETF联接A,INDEX,,,映射缺失,,
007839,汇添富中证长三角ETF联接A,INDEX,,,映射缺失,,
007842,南华中证杭州湾区ETF联接A,INDEX,,,映射缺失,,
007856,易方达中证800ETF联接A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
007873,华宝科技ETF联接A,INDEX,,,映射缺失,,
007885,国联中证500ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
007932,鹏华中证500ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
007983,申万菱信中证研发创新100ETF联接A,INDEX,,,映射缺失,,
007992,华夏中证全指证券公司ETF联接A,INDEX,,,映射缺失,,
008020,华富中证人工智能产业ETF联接A,INDEX,,,映射缺失,,
008052,工银湾创100ETF联接A,INDEX,,,映射缺失,,
008086,华夏中证5G通信主题ETF联接A,INDEX,,,映射缺失,,
008088,华夏房地产ETF联接A,INDEX,,,映射缺失,,
008114,天弘中证红利低波动100联接A,INDEX,,,映射缺失,,
008154,嘉实中证医药健康100策略ETF联接A,INDEX,,,映射缺失,,
008163,南方标普红利低波50ETF联接A,INDEX,,,映射缺失,,
008189,国泰中证钢铁ETF联接A,INDEX,,,映射缺失,,
008240,东财上证50ETF发起式联接A,INDEX,sh000016,上证50,上证50,1.0,name:上证50
008258,中银证券中证500ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
008279,国泰中证煤炭ETF联接A,INDEX,,,映射缺失,,
008281,国泰CES半导体芯片行业ETF联接A,INDEX,,,映射缺失,,
008291,民生加银沪深300ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
008298,华夏中证银行ETF联接A,INDEX,,,映射缺失,,
008326,东财通信A,INDEX,,,映射缺失,,
008390,国联安沪深300ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
008396,博时中证500ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
008399,华泰柏瑞中证科技ETF联接A,INDEX,,,映射缺失,,
008519,中金中证沪港深优选消费50指数A,INDEX,,,映射缺失,,
008551,东财医药A,INDEX,,,映射缺失,,
008585,华夏人工智能ETF联接A,INDEX,,,映射缺失,,
008590,天弘中证全指证券公司ETF联接A,INDEX,,,映射缺失,,
008713,国泰中证全指家用电器ETF联接A,INDEX,,,映射缺失,,
008749,富国中证科技50策略ETF联接A,INDEX,,,映射缺失,,
008776,华安沪深300ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
008887,华夏国证半导体芯片ETF联接A,INDEX,,,映射缺失,,
008889,银华中证5G通信主题ETF联接A,INDEX,,,映射缺失,,
008898,国寿创精选88ETF联接A,INDEX,,,映射缺失,,
008907,汇添富中证国企一带一路ETF联接A,INDEX,,,映射缺失,,
008916,华夏中证浙江国资创新发展ETF联接A,INDEX,,,映射缺失,,
008926,泰康沪深300ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
008928,宏利消费红利指数A,INDEX,,,映射缺失,,
008944,摩根MSCI中国A股ETF联接A,INDEX,,,映射缺失,,
008975,富国中证消费50ETF联接A,INDEX,,,映射缺失,,
009012,平安创业板ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
009046,东财创业板ETF发起式联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
009051,易方达中证红利ETF联接发起式A,INDEX,sh000922,中证红利,中证红利,0.8,name:中证红利
009067,国泰中证新能源汽车ETF联接A,INDEX,,,映射缺失,,
009116,东兴中证消费50A,INDEX,,,映射缺失,,
009179,嘉实中证主要消费ETF发起联接A,INDEX,,,映射缺失,,
009881,广发中证医疗ETF联接C,INDEX,,,映射缺失,,
010673,兴全中证800六个月持有指数A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
010769,天弘中证农业主题ETF联接A,INDEX,,,映射缺失,,
010785,博时创业板指数A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
010805,东财中证新能源车ETF发起式联接A,INDEX,,,映射缺失,,
010953,天弘国证A50指数A,INDEX,,,映射缺失,,
010955,天弘中证智能汽车指数发起式A,INDEX,,,映射缺失,,
010992,东财中证500ETF发起式联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
011035,嘉实中证稀土产业ETF联接A,INDEX,,,映射缺失,,
011040,天弘国证生物医药ETF发起式联接A,INDEX,,,映射缺失,,
011102,天弘中证光伏产业指数A,INDEX,,,映射缺失,,
011132,鹏扬沪深300质量成长低波动A,INDEX,,,映射缺失,,
011316,天弘创业板300ETF发起式联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
011319,国泰上证综合ETF联接A,INDEX,,,映射缺失,,
011512,天弘中证新能源车A,INDEX,,,映射缺失,,
011608,易方达上证科创50联接A,INDEX,sh000688,科创50,科创50,1.0,name:科创50
011610,华泰柏瑞上证科创板50成份ETF联接A,INDEX,,,映射缺失,,
011612,华夏科创50ETF联接A,INDEX,sh000688,科创50,科创50,1.0,name:科创50
011614,工银科创50ETF联接A,INDEX,sh000688,科创50,科创50,1.0,name:科创50
011839,天弘中证人工智能A,INDEX,,,映射缺失,,
011860,南方中证1000ETF发起联接A,INDEX,sh000852,中证1000,中证1000,1.0,name:中证1000
011964,泰康中证500ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
011966,招商中证光伏产业ETF联接A,INDEX,,,映射缺失,,
011971,东财中证银行指数A,INDEX,,,映射缺失,,
012179,浦银安盛创业板ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
012275,富国中证沪港深500ETF联接A,INDEX,,,映射缺失,,
012362,国泰中证全指证券公司ETF联接A,INDEX,,,映射缺失,,
012364,广发中证光伏产业指数A,INDEX,,,映射缺失,,
012371,东财中证沪港深互联网ETF发起式联接A,INDEX,,,映射缺失,,
012394,农银中证新华社民族品牌指数,INDEX,,,映射缺失,,
012461,东财龙头家电指数A,INDEX,,,映射缺失,,
012503,国泰中证环保产业50ETF联接A,INDEX,,,映射缺失,,
012537,华宝中证细分化工产业主题ETF联接A,INDEX,,,映射缺失,,
012543,嘉实中证新能源汽车指数A,INDEX,,,映射缺失,,
012548,华宝中证细分食品饮料产业主题ETF联接A,INDEX,,,映射缺失,,
012550,华宝中证电子50ETF联接A,INDEX,,,映射缺失,,
012552,天弘芯片产业ETF联接A,INDEX,,,映射缺失,,
012554,西部利得创业板大盘ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
012590,易方达中证全指证券公司ETF联接A,INDEX,,,映射缺失,,
012596,汇添富中证800ETF联接A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
012605,东财中证证券保险指数A,INDEX,,,映射缺失,,
012619,嘉实中证软件服务ETF联接A,INDEX,,,映射缺失,,
012629,广发国证半导体芯片ETF联接A,INDEX,,,映射缺失,,
012634,国泰中证医疗ETF联接A,INDEX,,,映射缺失,,
012636,国泰中证全指软件ETF联接A,INDEX,,,映射缺失,,
012643,招商中证红利ETF联接A,INDEX,sh000922,中证红利,中证红利,0.8,name:中证红利
012663,国寿安保沪港深300ETF联接A,INDEX,,,映射缺失,,
012679,华泰柏瑞光伏ETF联接A,INDEX,,,映射缺失,,
012698,平安中证新能车ETF联接A,INDEX,,,映射缺失,,
012708,东方红中证红利低波动指数A,INDEX,,,映射缺失,,
012712,建信沪深300红利ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
012717,易方达中证科技50ETF联接A,INDEX,,,映射缺失,,
012722,平安中证光伏产业指数A,INDEX,,,映射缺失,,
012724,国泰中证畜牧养殖ETF联接A,INDEX,,,映射缺失,,
012728,国泰中证动漫游戏ETF联接A,INDEX,,,映射缺失,,
012733,易方达中证人工智能主题ETF联接A,INDEX,,,映射缺失,,
012737,广发创新药ETF联接A,INDEX,,,映射缺失,,
012754,鹏华内地低碳联接A,INDEX,,,映射缺失,,
012756,易方达中证龙头企业指数A,INDEX,,,映射缺失,,
012761,华泰柏瑞上证红利ETF联接A,INDEX,sh000015,上证红利,上证红利,0.8,name:上证红利
012768,华夏中证动漫游戏ETF发起式联接A,INDEX,,,映射缺失,,
012781,银华中证创新药产业ETF发起式联接A,INDEX,,,映射缺失,,
012801,富国中证医药50ETF联接A,INDEX,,,映射缺失,,
012831,南方中证新能源ETF联接A,INDEX,,,映射缺失,,
012837,华安CES半导体芯片行业指数发起A,INDEX,,,映射缺失,,
012854,英大中证ESG120策略指数A,INDEX,,,映射缺失,,
012862,汇添富中证电池主题ETF发起式联接A,INDEX,,,映射缺失,,
012885,华夏中证光伏产业ETF发起式联接A,INDEX,,,映射缺失,,
012894,天弘中证科创创业50ETF联接A,INDEX,,,映射缺失,,
012898,兴银中证科创创业50指数A,INDEX,,,映射缺失,,
012907,鹏扬中证科创创业50ETF联接A,INDEX,,,映射缺失,,
012928,银华中证光伏ETF发起式联接A,INDEX,,,映射缺失,,
012969,鹏华国证半导体芯片ETF联接A,INDEX,,,映射缺失,,
012973,国泰汽车整车ETF联接A,INDEX,,,映射缺失,,
013013,华夏中证新能源汽车ETF发起式联接A,INDEX,,,映射缺失,,
013053,天弘国证龙头家电指数A,INDEX,,,映射缺失,,
013125,华夏食品饮料ETF联接A,INDEX,,,映射缺失,,
013174,银华华证ESG领先指数,INDEX,,,映射缺失,,
013179,广发国证新能源车电池ETF联接A,INDEX,,,映射缺失,,
013195,招商中证新能源汽车指数A,INDEX,,,映射缺失,,
013298,南方中证科创创业50ETF联接A,INDEX,,,映射缺失,,
013302,招商中证科创创业50ETF联接A,INDEX,,,映射缺失,,
013304,易方达中证科创创业50联接A,INDEX,,,映射缺失,,
013310,华夏科创创业50ETF联接A,INDEX,,,映射缺失,,
013313,富国中证科创创业50ETF联接A,INDEX,,,映射缺失,,
013315,嘉实中证科创创业50ETF发起联接A,INDEX,,,映射缺失,,
013317,华宝中证科创创业50ETF联接A,INDEX,,,映射缺失,,
013319,华安中证新能源汽车ETF发起式联接A,INDEX,,,映射缺失,,
013415,永赢中证全指医疗器械ETF发起联接A,INDEX,,,映射缺失,,
013445,东财中证芯片ETF发起式联接A,INDEX,,,映射缺失,,
013471,华宝中证全指农牧渔ETF发起式联接A,INDEX,,,映射缺失,,
013475,华宝中证智能电动汽车ETF发起式联接A,INDEX,,,映射缺失,,
013477,华宝中证金融科技主题ETF发起式联接A,INDEX,,,映射缺失,,
013502,易方达低碳ETF联接A,INDEX,,,映射缺失,,
013527,嘉实中证细分化工产业主题ETF发起联接A,INDEX,,,映射缺失,,
013601,国泰中证光伏产业ETF发起联接A,INDEX,,,映射缺失,,
013810,广发科创50ETF发起式联接A,INDEX,sh000688,科创50,科创50,1.0,name:科创50
013888,天弘沪港深新消费品牌指数A,INDEX,,,映射缺失,,
013893,国联安上证科创50ETF联接A,INDEX,sh000688,科创50,科创50,1.0,name:科创50
013922,华夏中证1000ETF发起式联接A,INDEX,sh000852,中证1000,中证1000,1.0,name:中证1000
014110,嘉实中证稀有金属主题ETF发起联接A,INDEX,,,映射缺失,,
014117,国泰创新药ETF联接A,INDEX,,,映射缺失,,
014331,华泰柏瑞中证稀土产业ETF发起式联接A,INDEX,,,映射缺失,,
014406,富国中证新华社民族品牌工程ETF联接A,INDEX,,,映射缺失,,
014414,招商中证畜牧养殖ETF联接A,INDEX,,,映射缺失,,
014519,博时恒生高股息率ETF发起式联接A,INDEX,,,映射缺失,,
014528,汇添富MSCI中国A50互联互通ETF联接A,INDEX,,,映射缺失,,
014530,华夏MSCI中国A50互联互通ETF发起式联接A,INDEX,,,映射缺失,,
014532,易方达MSCI中国A50互联互通ETF联接A,INDEX,,,映射缺失,,
014534,南方MSCI中国A50互联互通ETF联接A,INDEX,,,映射缺失,,
014543,汇添富中证沪港深云计算产业ETF联接A,INDEX,,,映射缺失,,
014564,天弘创新药精选50ETF联接A,INDEX,,,映射缺失,,
014602,嘉实中证医疗指数发起式A,INDEX,,,映射缺失,,
014604,嘉实中证光伏产业ETF发起联接A,INDEX,,,映射缺失,,
014673,富国中证港股通互联网ETF发起式联接A,INDEX,,,映射缺失,,
014776,富国中证芯片产业ETF发起式联接A,INDEX,,,映射缺失,,
014880,天弘中证机器人ETF发起联接A,INDEX,,,映射缺失,,
014942,鹏华中证细分化工产业主题ETF联接A,INDEX,,,映射缺失,,
015037,天弘MSCI中国A50互联互通指数A,INDEX,,,映射缺失,,
015278,东财沪深300A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
015336,嘉实中证芯片产业指数发起式A,INDEX,,,映射缺失,,
015739,国泰中证港股通科技ETF发起联接A,INDEX,,,映射缺失,,
015787,鹏扬中证数字经济主题ETF发起联接A,INDEX,,,映射缺失,,
015859,宝盈国证证券龙头指数发起A,INDEX,,,映射缺失,,
015873,工银锂电池ETF联接A,INDEX,,,映射缺失,,
015876,富国中证消费电子主题ETF发起式联接A,INDEX,,,映射缺失,,
015878,富国中证农业主题ETF联接A,INDEX,,,映射缺失,,
015894,平安中证消费电子主题ETF发起式联接A,INDEX,,,映射缺失,,
015896,天弘中证细分化工产业主题ETF联接A,INDEX,,,映射缺失,,
015906,兴业沪深300ETF发起联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
015993,博时中证光伏产业ETF联接A,INDEX,,,映射缺失,,
015997,大成中证电池主题ETF发起式联接A,INDEX,,,映射缺失,,
016007,招商中证消费电子主题ETF联接A,INDEX,,,映射缺失,,
016019,招商中证电池主题ETF联接A,INDEX,,,映射缺失,,
016043,东财中证证券30ETF发起式联接A,INDEX,,,映射缺失,,
016077,华夏中证农业主题ETF发起联接A,INDEX,,,映射缺失,,
016128,景顺长城中证红利低波动100ETF发起联接A,INDEX,,,映射缺失,,
016185,广发电力ETF联接A,INDEX,,,映射缺失,,
016355,华夏国证疫苗与生物科技指数发起A,INDEX,,,映射缺失,,
016440,华夏中证红利质量ETF发起式联接A,INDEX,,,映射缺失,,
016495,景顺长城中证港股通科技ETF发起联接A,INDEX,,,映射缺失,,
016566,嘉实中证电池主题ETF发起联接A,INDEX,,,映射缺失,,
016572,招商中证银行AH价格优选ETF发起式联接A,INDEX,,,映射缺失,,
016630,易方达中证1000ETF联接A,INDEX,sh000852,中证1000,中证1000,1.0,name:中证1000
016633,富国中证1000ETF联接A,INDEX,sh000852,中证1000,中证1000,1.0,name:中证1000
016707,华夏有色金属ETF联接A,INDEX,,,映射缺失,,
016788,万家国证2000ETF发起联接A,INDEX,sz399303,国证2000,国证2000,0.8,name:国证2000
016814,国联中证煤炭指数C,INDEX,,,映射缺失,,
016815,国联国证钢铁指数C,INDEX,,,映射缺失,,
016836,国泰中证基建ETF发起联接A,INDEX,,,映射缺失,,
016842,嘉实中证全指证券公司ETF发起联接A,INDEX,,,映射缺失,,
016879,招商中证上海环交所碳中和ETF发起式联接A,INDEX,,,映射缺失,,
016887,富国中证上海环交所碳中和ETF联接A,INDEX,,,映射缺失,,
016891,鹏华中证中药ETF联接A,INDEX,,,映射缺失,,
016899,易方达中证上海环交所碳中和ETF联接A,INDEX,,,映射缺失,,
016915,中金华证清洁能源指数发起A,INDEX,,,映射缺失,,
016917,南方中证上海环交所碳中和ETF联接A,INDEX,,,映射缺失,,
016938,南方中证长江保护主题ETF联接A,INDEX,,,映射缺失,,
016952,鹏华中证港股通消费ETF联接A,INDEX,,,映射缺失,,
016968,兴业中证500ETF发起式联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
017056,嘉实国证绿色电力ETF发起联接A,INDEX,,,映射缺失,,
017125,华宝中证港股通互联网ETF发起联接A,INDEX,,,映射缺失,,
017140,华宝中证有色金属ETF发起式联接A,INDEX,,,映射缺失,,
017161,汇添富中证1000ETF联接A,INDEX,sh000852,中证1000,中证1000,1.0,name:中证1000
017174,天弘国证绿色电力指数发起A,INDEX,,,映射缺失,,
017185,国泰疫苗与生物科技ETF联接A,INDEX,,,映射缺失,,
017192,天弘中证工业有色金属主题ETF发起联接A,INDEX,,,映射缺失,,
017222,富国中证电池主题ETF发起式联接A,INDEX,,,映射缺失,,
017434,华宝中证沪港深新消费指数A,INDEX,,,映射缺失,,
017469,嘉实上证科创板芯片ETF发起联接A,INDEX,,,映射缺失,,
017471,国泰中证机床ETF发起联接A,INDEX,,,映射缺失,,
017481,博时中证全指电力ETF发起式联接A,INDEX,,,映射缺失,,
017495,泰康中证科创创业50指数A,INDEX,,,映射缺失,,
017512,广发北证50成份指数A,INDEX,,,映射缺失,,
017515,易方达北证50成份指数A,INDEX,,,映射缺失,,
017517,招商北证50成份指数发起式A,INDEX,,,映射缺失,,
017519,汇添富北证50成份指数A,INDEX,,,映射缺失,,
017521,富国北证50成份指数A,INDEX,,,映射缺失,,
017523,南方北证50成份指数发起A,INDEX,,,映射缺失,,
017525,华夏北证50成份指数A,INDEX,,,映射缺失,,
017527,嘉实北证50成份指数A,INDEX,,,映射缺失,,
017559,华安上证科创板芯片ETF发起式联接A,INDEX,,,映射缺失,,
017573,华夏中证机床ETF发起式联接A,INDEX,,,映射缺失,,
017610,华夏恒生港股通中国内地企业高股息率ETF发起式联接A,INDEX,,,映射缺失,,
017632,汇添富中证全指医疗器械ETF发起式联接A,INDEX,,,映射缺失,,
017637,华安深证100ETF发起式联接A,INDEX,sz399330,深证100,深证100,0.9,name:深证100
017646,易方达中证光伏产业ETF联接发起式A,INDEX,,,映射缺失,,
017651,中航华证商飞高端制造产业指数发起A,INDEX,,,映射缺失,,
017683,华夏中证基建ETF发起式联接A,INDEX,,,映射缺失,,
017778,浦银安盛中证证券公司30ETF联接A,INDEX,,,映射缺失,,
017832,华夏中证港股通消费主题ETF发起式联接A,INDEX,,,映射缺失,,
017853,易方达云计算ETF联接A,INDEX,,,映射缺失,,
017855,华夏中证石化产业ETF发起式联接A,INDEX,,,映射缺失,,
017937,易方达中证医疗ETF联接发起式A,INDEX,,,映射缺失,,
017949,景顺长城创业板50ETF联接A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
017996,万家沪深300成长ETF发起式联接A,INDEX,,,映射缺失,,
018027,嘉实中证高端装备细分50ETF发起联接A,INDEX,,,映射缺失,,
018034,国泰国证绿色电力ETF发起联接A,INDEX,,,映射缺失,,
018094,博时中证机器人指数发起式A,INDEX,,,映射缺失,,
018103,易方达中证港股通消费主题ETF发起式联接A,INDEX,,,映射缺失,,
018112,工银北证50成份指数A,INDEX,,,映射缺失,,
018114,鹏扬北证50成份指数A,INDEX,,,映射缺失,,
